1	2	10	0
1	2	11	0
1	2	13	0
1	2	38	0
1	2	43	0
1	2	44	0
1	2	60	0
1	2	64	0
1	2	71	0
1	2	74	0
1	2	77	0
1	2	93	0
1	2	99	0
1	2	100	0
1	2	104	0
1	2	167	0
1	2	168	0
1	2	176	0
1	2	177	0
1	2	183	0
1	2	187	0
1	2	200	0
1	2	210	0
1	2	213	0
1	2	219	0
1	2	220	0
1	2	225	0
1	2	230	0
1	2	233	0
1	2	234	0
1	2	241	0
1	2	242	0
1	2	250	0
1	3	10	0
1	3	11	0
1	3	13	0
1	3	22	0
1	3	38	0
1	3	43	0
1	3	50	0
1	3	60	0
1	3	65	0
1	3	70	0
1	3	71	0
1	3	85	0
1	3	99	0
1	3	100	0
1	3	104	0
1	3	123	0
1	3	126	0
1	3	130	0
1	3	131	0
1	3	132	0
1	3	133	0
1	3	135	0
1	3	176	0
1	3	177	0
1	3	183	0
1	3	187	0
1	3	200	0
1	3	210	0
1	3	213	0
1	3	219	0
1	3	220	0
1	3	225	0
1	3	230	0
1	3	233	0
1	3	234	0
1	3	241	0
1	3	242	0
1	3	250	0
1	7	10	0
1	7	11	0
1	7	22	0
1	7	38	0
1	7	43	0
1	7	50	0
1	7	60	0
1	7	64	0
1	7	65	0
1	7	70	0
1	7	74	0
1	7	85	0
1	7	93	0
1	7	99	0
1	7	100	0
1	7	104	0
1	7	123	0
1	7	126	0
1	7	130	0
1	7	131	0
1	7	132	0
1	7	133	0
1	7	135	0
1	7	167	0
1	7	168	0
1	7	176	0
1	7	177	0
1	7	183	0
1	7	187	0
1	7	200	0
1	7	210	0
1	7	213	0
1	7	219	0
1	7	220	0
1	7	225	0
1	7	230	0
1	7	233	0
1	7	234	0
3	1	10	0
3	1	11	0
3	1	13	0
3	1	22	0
3	1	29	0
3	1	38	0
3	1	64	0
3	1	74	0
3	1	77	0
3	1	83	0
3	1	123	0
3	1	126	0
3	1	130	0
3	1	133	0
3	1	135	0
3	1	156	0
3	1	167	0
3	1	168	0
3	1	174	0
